Number,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,ProductId,State,Market,Market Size,Product Type,Product,Type
1320,1,48,86,38,47,14,248,9,California,West,Major Market,Tea,Green Tea,Regular
1321,1,88,151,63,87,57,332,5,Illinois,Central,Major Market,Coffee,Amaretto,Regular
1322,-9,36,65,29,45,11,215,7,New York,East,Major Market,Coffee,Columbian,Regular
1323,48,90,151,61,42,19,322,1,Missouri,Central,Small Market,Coffee,Decaf Irish Cream,Decaf
1324,44,96,160,64,52,21,460,2,Iowa,Central,Small Market,Espresso,Caffe Latte,Regular
1325,144,191,323,132,47,36,994,11,New York,East,Major Market,Espresso,Caffe Mocha,Regular
1326,133,178,301,123,45,34,941,12,California,West,Major Market,Espresso,Decaf Espresso,Decaf
1327,105,145,245,100,40,28,598,13,Missouri,Central,Small Market,Espresso,Regular Espresso,Regular
1328,229,369,653,284,140,107,1565,9,California,West,Major Market,Herbal Tea,Chamomile,Decaf
1329,-304,-187,124,311,117,96,3422,10,Texas,South,Major Market,Herbal Tea,Lemon,Decaf
1330,179,277,543,266,98,74,1319,7,Nevada,West,Small Market,Herbal Tea,Mint,Decaf
1331,-284,-95,78,173,189,156,2615,5,California,West,Major Market,Tea,Darjeeling,Regular
1332,368,546,910,364,178,127,2617,2,Illinois,Central,Major Market,Tea,Earl Grey,Regular
1333,63,91,154,63,28,17,864,3,Iowa,Central,Small Market,Tea,Green Tea,Regular
1334,46,70,118,48,24,13,839,2,Texas,South,Major Market,Coffee,Amaretto,Regular
1335,61,99,176,77,38,25,581,8,California,West,Major Market,Coffee,Columbian,Regular
1336,28,88,160,72,60,27,606,9,Wisconsin,Central,Small Market,Coffee,Decaf Irish Cream,Decaf
1337,-7,61,105,44,68,39,-508,4,New York,East,Major Market,Espresso,Caffe Latte,Regular
1338,41,79,126,47,38,14,366,5,New York,East,Major Market,Espresso,Caffe Mocha,Regular
1339,21,54,90,36,33,11,458,6,Colorado,Central,Major Market,Espresso,Decaf Espresso,Decaf
1340,-42,19,139,120,61,37,1439,3,Colorado,Central,Major Market,Espresso,Regular Espresso,Regular
1341,44,96,160,64,52,21,460,2,Florida,East,Major Market,Herbal Tea,Chamomile,Decaf
1342,19,38,63,25,19,7,851,8,Ohio,Central,Major Market,Herbal Tea,Lemon,Decaf
1343,15,49,90,41,34,12,1007,9,Florida,East,Major Market,Herbal Tea,Mint,Decaf
1344,-8,36,65,29,44,11,-347,4,California,West,Major Market,Tea,Darjeeling,Regular
1345,2,88,151,63,86,57,332,5,Florida,East,Major Market,Tea,Earl Grey,Regular
1346,18,60,105,45,42,14,253,6,Illinois,Central,Major Market,Tea,Green Tea,Regular
1347,16,33,55,22,17,6,865,3,Massachusetts,East,Major Market,Coffee,Amaretto,Regular
1348,53,87,155,68,34,22,587,2,Nevada,West,Small Market,Coffee,Columbian,Regular
1349,34,184,317,133,150,120,705,9,Massachusetts,East,Major Market,Coffee,Decaf Irish Cream,Decaf
1350,20,77,140,63,57,23,397,8,Florida,East,Major Market,Espresso,Caffe Latte,Regular
1351,102,161,277,116,59,35,-1278,4,Utah,West,Small Market,Espresso,Caffe Mocha,Regular
1352,10,25,41,16,15,4,484,5,California,West,Major Market,Espresso,Decaf Espresso,Decaf
1353,103,172,286,114,69,37,810,6,Texas,South,Major Market,Espresso,Regular Espresso,Regular
1354,39,68,120,52,29,17,554,3,Florida,East,Major Market,Herbal Tea,Chamomile,Decaf
1355,250,367,678,311,117,96,1296,2,Illinois,Central,Major Market,Herbal Tea,Lemon,Decaf
1356,19,51,85,34,32,10,428,9,Missouri,Central,Small Market,Herbal Tea,Mint,Decaf
1357,19,62,108,46,43,15,415,8,Texas,South,Major Market,Tea,Darjeeling,Regular
1358,30,79,131,52,49,17,-587,4,California,West,Major Market,Tea,Earl Grey,Regular
1359,133,178,301,123,45,34,941,5,Texas,South,Major Market,Tea,Green Tea,Regular
1360,105,145,245,100,40,28,598,6,California,West,Major Market,Coffee,Amaretto,Regular
1361,24,60,110,50,36,15,1064,1,Texas,South,Major Market,Coffee,Columbian,Regular
1362,15,56,98,42,41,13,384,2,New York,East,Major Market,Coffee,Decaf Irish Cream,Decaf
1363,49,90,151,61,41,19,322,8,Illinois,Central,Major Market,Espresso,Caffe Latte,Regular
1364,44,96,160,64,52,21,460,9,Florida,East,Major Market,Espresso,Caffe Mocha,Regular
1365,-41,19,139,120,60,37,1439,10,Massachusetts,East,Major Market,Espresso,Decaf Espresso,Decaf
1366,2,88,151,63,86,57,332,11,California,West,Major Market,Espresso,Regular Espresso,Regular
1367,19,60,105,45,41,14,253,12,Connecticut,East,Small Market,Herbal Tea,Chamomile,Decaf
1368,-9,36,65,29,45,11,215,13,Florida,East,Major Market,Herbal Tea,Lemon,Decaf
1369,27,88,160,72,61,27,606,3,Texas,South,Major Market,Herbal Tea,Mint,Decaf
1370,28,48,80,32,20,8,841,4,Washington,West,Small Market,Tea,Darjeeling,Regular
1371,62,99,176,77,37,25,581,5,Texas,South,Major Market,Tea,Earl Grey,Regular
1372,28,49,83,34,21,9,890,6,Wisconsin,Central,Small Market,Tea,Green Tea,Regular
1373,-139,-67,87,154,72,49,2105,1,Texas,South,Major Market,Coffee,Amaretto,Regular
1374,368,546,910,364,178,127,2617,2,Colorado,Central,Major Market,Coffee,Columbian,Regular
1375,143,191,323,132,48,36,994,8,Florida,East,Major Market,Coffee,Decaf Irish Cream,Decaf
1376,249,367,678,311,118,96,1296,9,Illinois,Central,Major Market,Espresso,Caffe Latte,Regular
1377,38,68,120,52,30,17,554,10,California,West,Major Market,Espresso,Caffe Mocha,Regular
1378,133,178,301,123,45,34,941,11,Illinois,Central,Major Market,Espresso,Decaf Espresso,Decaf
1379,105,145,245,100,40,28,598,12,Missouri,Central,Small Market,Espresso,Regular Espresso,Regular
1380,30,79,131,52,49,17,662,13,New York,East,Major Market,Herbal Tea,Chamomile,Decaf
1381,-137,-30,166,196,107,64,3139,3,Louisiana,South,Small Market,Herbal Tea,Lemon,Decaf
1382,167,266,532,266,99,74,1797,4,Iowa,Central,Small Market,Herbal Tea,Mint,Decaf
1383,50,239,412,173,189,156,927,5,Florida,East,Major Market,Tea,Darjeeling,Regular
1384,262,392,687,295,130,97,1714,6,California,West,Major Market,Tea,Earl Grey,Regular
1385,1,48,86,38,47,14,248,2,Texas,South,Major Market,Tea,Green Tea,Regular
1386,49,239,412,173,190,156,927,8,Ohio,Central,Major Market,Espresso,Caffe Latte,Regular
1387,163,271,467,196,108,64,1167,9,Louisiana,South,Small Market,Espresso,Caffe Mocha,Decaf
1388,150,222,376,154,72,49,817,10,Massachusetts,East,Major Market,Herbal Tea,Decaf Espresso,Regular
1389,262,392,687,295,130,97,1714,11,New York,East,Major Market,Herbal Tea,Regular Espresso,Decaf
1390,167,266,532,266,99,74,1797,12,Massachusetts,East,Major Market,Herbal Tea,Chamomile,Decaf
1391,-404,-284,21,284,141,107,5807,13,Florida,East,Major Market,Tea,Lemon,Decaf
1392,16,49,90,41,33,12,1007,3,Washington,West,Small Market,Tea,Mint,Regular
1393,32,43,43,0,11,0,516,4,Texas,South,Major Market,Tea,Darjeeling,Regular
1394,19,38,63,25,19,7,851,5,Florida,East,Major Market,Coffee,Earl Grey,Regular
1395,17,35,58,23,18,6,806,6,Oklahoma,South,Small Market,Coffee,Green Tea,Regular
1396,-11,52,89,37,63,33,513,1,Florida,East,Major Market,Coffee,Amaretto,Regular
1397,8,67,114,47,59,15,474,2,California,West,Major Market,Espresso,Columbian,Decaf
1398,19,37,62,25,18,7,826,8,Texas,South,Major Market,Espresso,Decaf Irish Cream,Regular
1399,53,87,155,68,34,22,587,9,Massachusetts,East,Major Market,Espresso,Caffe Latte,Regular
1400,9,25,41,16,16,4,484,11,Wisconsin,Central,Small Market,Espresso,Caffe Mocha,Decaf
1401,104,172,286,114,68,37,810,12,California,West,Major Market,Herbal Tea,Decaf Espresso,Regular
1402,102,161,277,116,59,35,678,13,Missouri,Central,Small Market,Herbal Tea,Regular Espresso,Decaf
1403,19,51,85,34,32,10,428,3,Ohio,Central,Major Market,Herbal Tea,Chamomile,Decaf
1404,9,60,109,49,51,18,414,4,Washington,West,Small Market,Tea,Lemon,Decaf
1405,19,62,108,46,43,15,415,5,Texas,South,Major Market,Tea,Mint,Regular
1406,81,146,291,145,65,40,1292,6,Texas,South,Major Market,Tea,Darjeeling,Regular
1407,75,135,225,90,60,29,1139,8,Utah,West,Small Market,Coffee,Amaretto,Regular
1408,45,70,118,48,25,13,839,9,Ohio,Central,Major Market,Coffee,Columbian,Regular
1409,42,79,126,47,37,14,366,11,Texas,South,Major Market,Coffee,Decaf Irish Cream,Decaf
1410,20,54,90,36,34,11,458,12,Connecticut,East,Small Market,Espresso,Caffe Latte,Regular
1411,-8,61,105,44,69,39,617,13,Oregon,West,Small Market,Espresso,Caffe Mocha,Decaf
1412,76,125,211,86,49,27,454,2,Louisiana,South,Small Market,Espresso,Decaf Espresso,Decaf
1413,34,184,317,133,150,120,705,3,New Mexico,South,Small Market,Espresso,Regular Espresso,Decaf
1414,17,39,69,30,22,9,581,4,Massachusetts,East,Major Market,Herbal Tea,Chamomile,Regular
1415,20,77,140,63,57,23,397,5,Washington,West,Small Market,Herbal Tea,Lemon,Regular
1416,71,123,226,103,52,31,1073,6,California,West,Major Market,Herbal Tea,Mint,Regular
1417,87,155,310,155,68,43,1280,8,Texas,South,Major Market,Tea,Darjeeling,Regular
1418,-2,74,126,52,76,47,509,9,Ohio,Central,Major Market,Tea,Earl Grey,Regular
1419,27,72,125,53,45,17,410,10,Iowa,Central,Small Market,Tea,Green Tea,Decaf
1420,7,57,102,45,50,17,409,11,New York,East,Major Market,Coffee,Amaretto,Regular
1421,25,62,113,51,37,15,1042,12,New York,East,Major Market,Coffee,Columbian,Regular
1422,47,79,140,61,32,20,579,13,California,West,Major Market,Coffee,Decaf Irish Cream,Decaf
1423,84,118,199,81,34,22,588,5,Oregon,West,Small Market,Espresso,Caffe Latte,Regular
1424,39,90,150,60,51,19,656,6,California,West,Major Market,Espresso,Caffe Mocha,Decaf
1425,134,179,302,123,45,34,928,1,Florida,East,Major Market,Espresso,Decaf Espresso,Decaf
1426,42,74,132,58,32,19,548,2,California,West,Major Market,Espresso,Regular Espresso,Decaf
1427,106,145,245,100,39,28,981,3,Iowa,Central,Small Market,Herbal Tea,Chamomile,Regular
1428,133,179,302,123,46,34,928,8,Ohio,Central,Major Market,Herbal Tea,Lemon,Regular
1429,43,74,132,58,31,19,548,9,Missouri,Central,Small Market,Herbal Tea,Mint,Regular
1430,106,145,245,100,39,28,981,10,Oklahoma,South,Small Market,Tea,Darjeeling,Regular
1431,84,118,199,81,34,22,588,11,New York,East,Major Market,Tea,Earl Grey,Decaf
1432,40,90,150,60,50,19,656,12,New Hampshire,East,Small Market,Tea,Green Tea,Regular
1433,220,336,589,253,116,83,1686,5,New York,East,Major Market,Espresso,Caffe Latte,Decaf
1434,155,249,498,249,94,69,1775,6,Wisconsin,Central,Small Market,Espresso,Caffe Mocha,Decaf
1435,129,225,387,162,96,53,1148,2,Ohio,Central,Major Market,Herbal Tea,Decaf Espresso,Decaf
1436,115,176,298,122,61,39,801,3,Massachusetts,East,Major Market,Coffee,Amaretto,Regular
1437,220,336,589,253,116,83,1686,8,Illinois,Central,Major Market,Coffee,Columbian,Regular
1438,115,176,298,122,61,39,801,9,California,West,Major Market,Coffee,Decaf Irish Cream,Regular
1439,155,249,498,249,94,69,1775,11,California,West,Major Market,Espresso,Caffe Latte,Regular
1440,223,370,672,302,147,114,1783,12,Illinois,Central,Major Market,Espresso,Caffe Mocha,Regular
1441,18,35,58,23,17,6,803,5,New York,East,Major Market,Espresso,Decaf Espresso,Decaf
1442,32,43,43,0,11,0,473,6,Missouri,Central,Small Market,Espresso,Regular Espresso,Regular
1443,13,29,48,19,16,5,848,1,Iowa,Central,Small Market,Herbal Tea,Chamomile,Regular
1444,7,39,72,33,32,10,1003,2,New York,East,Major Market,Herbal Tea,Lemon,Decaf
1445,3,20,35,15,17,4,600,3,California,West,Major Market,Herbal Tea,Mint,Regular
1446,-7,62,106,44,69,40,325,8,Missouri,Central,Small Market,Tea,Darjeeling,Decaf
1447,-44,11,115,104,55,32,1574,9,California,West,Major Market,Tea,Earl Grey,Decaf
1448,13,52,91,39,39,12,248,11,Texas,South,Major Market,Tea,Green Tea,Decaf
1449,-12,30,54,24,42,9,212,12,Nevada,West,Small Market,Coffee,Amaretto,Regular
1450,2,51,91,40,49,15,244,13,California,West,Major Market,Coffee,Columbian,Regular
1451,41,64,108,44,23,12,886,5,Illinois,Central,Major Market,Coffee,Decaf Irish Cream,Regular
1452,27,47,79,32,20,8,837,6,Iowa,Central,Small Market,Espresso,Caffe Latte,Regular
1453,25,83,150,67,58,25,599,2,Texas,South,Major Market,Espresso,Caffe Mocha,Regular
1454,34,74,136,62,40,19,1059,3,California,West,Major Market,Espresso,Decaf Espresso,Decaf
1455,14,30,50,20,16,5,482,8,Wisconsin,Central,Small Market,Espresso,Regular Espresso,Regular
1456,23,43,72,29,20,8,862,9,New York,East,Major Market,Herbal Tea,Chamomile,Regular
1457,87,150,249,99,63,32,798,11,New York,East,Major Market,Herbal Tea,Lemon,Regular
1458,81,134,230,96,53,29,666,12,Colorado,Central,Major Market,Herbal Tea,Mint,Regular
1459,87,155,310,155,68,43,1280,5,Colorado,Central,Major Market,Tea,Darjeeling,Regular
1460,6,57,102,45,51,17,409,6,Florida,East,Major Market,Coffee,Amaretto,Regular
1461,28,72,125,53,44,17,410,1,Ohio,Central,Major Market,Coffee,Columbian,Regular
1462,29,64,107,43,35,13,424,2,Florida,East,Major Market,Coffee,Decaf Irish Cream,Decaf
1463,-3,74,126,52,77,47,509,3,California,West,Major Market,Espresso,Caffe Latte,Regular
1464,53,94,151,57,41,17,349,8,Florida,East,Major Market,Espresso,Caffe Mocha,Regular
1465,50,75,126,51,25,14,857,9,Illinois,Central,Major Market,Espresso,Decaf Espresso,Decaf
1466,31,67,113,46,36,14,454,11,Massachusetts,East,Major Market,Espresso,Regular Espresso,Regular
1467,2,87,149,62,85,56,612,12,Nevada,West,Small Market,Herbal Tea,Chamomile,Decaf
1468,53,99,182,83,46,25,1063,5,Massachusetts,East,Major Market,Herbal Tea,Lemon,Decaf
1469,21,43,76,33,22,10,577,6,Florida,East,Major Market,Herbal Tea,Mint,Decaf
1470,23,82,149,67,59,25,391,1,Utah,West,Small Market,Tea,Darjeeling,Regular
1471,16,130,223,93,114,84,692,2,California,West,Major Market,Tea,Earl Grey,Regular
1472,58,114,199,85,56,28,555,3,Texas,South,Major Market,Tea,Green Tea,Regular
1473,41,64,108,44,23,12,886,11,Florida,East,Major Market,Coffee,Amaretto,Regular
1474,17,34,57,23,17,6,809,13,Illinois,Central,Major Market,Coffee,Columbian,Regular
1475,24,83,150,67,59,25,599,9,Missouri,Central,Small Market,Coffee,Decaf Irish Cream,Decaf
1476,33,74,136,62,41,19,1059,10,Texas,South,Major Market,Espresso,Caffe Latte,Regular
1477,2,87,149,62,85,56,612,5,California,West,Major Market,Espresso,Caffe Mocha,Regular
1478,23,65,113,48,42,15,380,6,Texas,South,Major Market,Espresso,Decaf Espresso,Decaf
1479,91,155,258,103,64,33,1130,2,California,West,Major Market,Espresso,Regular Espresso,Regular
1480,32,52,87,35,20,9,875,11,Texas,South,Major Market,Herbal Tea,Chamomile,Decaf
1481,49,75,126,51,26,14,857,13,New York,East,Major Market,Herbal Tea,Lemon,Decaf
1482,21,43,76,33,22,10,577,8,Illinois,Central,Major Market,Herbal Tea,Mint,Decaf
1483,24,82,149,67,58,25,391,9,Florida,East,Major Market,Tea,Darjeeling,Regular
1484,53,99,182,83,46,25,1063,10,Massachusetts,East,Major Market,Tea,Earl Grey,Regular
1485,58,114,199,85,56,28,555,6,California,West,Major Market,Tea,Green Tea,Regular
1486,17,130,223,93,113,84,692,5,Connecticut,East,Small Market,Coffee,Amaretto,Regular
1487,86,150,249,99,64,32,798,2,Florida,East,Major Market,Coffee,Columbian,Regular
1488,81,134,230,96,53,29,666,3,Texas,South,Major Market,Coffee,Decaf Irish Cream,Decaf
1489,23,43,72,29,20,8,862,11,Florida,East,Major Market,Espresso,Caffe Latte,Regular
1490,13,30,50,20,17,5,482,13,California,West,Major Market,Espresso,Caffe Mocha,Regular
1491,6,57,102,45,51,17,409,9,New York,East,Major Market,Espresso,Decaf Espresso,Decaf
1492,87,155,310,155,68,43,1280,7,Texas,South,Major Market,Espresso,Regular Espresso,Regular
1493,-31,46,98,52,77,47,520,5,California,West,Major Market,Herbal Tea,Chamomile,Decaf
1494,465,516,576,60,51,19,-2572,2,New York,East,Major Market,Herbal Tea,Lemon,Decaf
1495,12,29,48,19,17,5,848,11,Oklahoma,South,Small Market,Herbal Tea,Mint,Decaf
1496,31,43,43,0,12,0,473,13,Wisconsin,Central,Small Market,Tea,Darjeeling,Regular
1497,2,51,91,40,49,15,244,9,California,West,Major Market,Tea,Earl Grey,Regular
1498,-12,30,54,24,42,9,212,7,Texas,South,Major Market,Tea,Green Tea,Regular
1499,-7,62,106,44,69,40,325,5,Ohio,Central,Major Market,Coffee,Amaretto,Regular
1500,33,71,120,49,38,15,315,1,Texas,South,Major Market,Coffee,Columbian,Regular
1501,34,84,139,55,50,18,453,2,Florida,East,Major Market,Coffee,Decaf Irish Cream,Decaf
1502,106,145,245,100,39,28,981,11,California,West,Major Market,Espresso,Caffe Latte,Regular
1503,133,179,302,123,46,34,928,12,California,West,Major Market,Espresso,Caffe Mocha,Regular
1504,84,118,199,81,34,22,588,13,Florida,East,Major Market,Espresso,Decaf Espresso,Decaf
1505,92,239,541,302,147,114,1518,9,Texas,South,Major Market,Espresso,Regular Espresso,Regular
1506,-238,-139,112,251,99,77,3948,10,Connecticut,East,Small Market,Herbal Tea,Chamomile,Decaf
1507,224,318,567,249,94,69,1286,7,Colorado,Central,Major Market,Herbal Tea,Lemon,Decaf
1508,-197,-53,68,121,144,110,2932,5,Oregon,West,Small Market,Herbal Tea,Mint,Decaf
1509,312,474,790,316,162,110,2580,2,Texas,South,Major Market,Tea,Darjeeling,Regular
1510,50,75,126,51,25,14,857,3,Massachusetts,East,Major Market,Tea,Earl Grey,Regular
1511,46,71,119,48,25,13,834,2,Texas,South,Major Market,Tea,Green Tea,Regular
1512,55,90,159,69,35,22,572,8,Louisiana,South,Small Market,Coffee,Amaretto,Regular
1513,25,83,150,67,58,25,599,9,Missouri,Central,Small Market,Coffee,Columbian,Regular
1514,2,87,149,62,85,56,-613,4,Oklahoma,South,Small Market,Coffee,Decaf Irish Cream,Decaf
1515,53,94,151,57,41,17,349,5,New York,East,Major Market,Espresso,Caffe Latte,Regular
1516,31,67,113,46,36,14,454,6,New Hampshire,East,Small Market,Espresso,Caffe Mocha,Regular
1517,-44,11,115,104,55,32,1574,3,New York,East,Major Market,Espresso,Decaf Espresso,Decaf
1518,34,84,139,55,50,18,453,2,Wisconsin,Central,Small Market,Espresso,Regular Espresso,Regular
1519,13,29,48,19,16,5,848,8,Ohio,Central,Major Market,Herbal Tea,Chamomile,Decaf
1520,8,39,72,33,31,10,1003,9,Massachusetts,East,Major Market,Herbal Tea,Lemon,Decaf
1521,-12,30,54,24,42,9,-412,4,Illinois,Central,Major Market,Herbal Tea,Mint,Decaf
1522,-8,62,106,44,70,40,325,5,California,West,Major Market,Tea,Darjeeling,Regular
1523,13,52,91,39,39,12,248,6,California,West,Major Market,Tea,Earl Grey,Regular
1524,23,43,72,29,20,8,862,3,Illinois,Central,Major Market,Tea,Green Tea,Regular
1525,47,79,140,61,32,20,579,2,New York,East,Major Market,Coffee,Amaretto,Regular
1526,24,82,149,67,58,25,391,8,Missouri,Central,Small Market,Coffee,Columbian,Regular
1527,16,130,223,93,114,84,692,9,Iowa,Central,Small Market,Coffee,Decaf Irish Cream,Decaf
1528,82,134,230,96,52,29,-1555,4,New York,East,Major Market,Espresso,Caffe Latte,Regular
1529,13,30,50,20,17,5,482,5,California,West,Major Market,Espresso,Caffe Mocha,Regular
1530,87,150,249,99,63,32,798,6,Missouri,Central,Small Market,Espresso,Decaf Espresso,Decaf
1531,42,74,132,58,32,19,548,3,California,West,Major Market,Espresso,Regular Espresso,Regular
1532,197,295,546,251,98,77,1268,2,Texas,South,Major Market,Herbal Tea,Chamomile,Decaf
1533,27,72,125,53,45,17,410,8,Nevada,West,Small Market,Herbal Tea,Lemon,Decaf
1534,28,64,107,43,36,13,424,9,California,West,Major Market,Herbal Tea,Mint,Decaf
1535,39,90,150,60,51,19,-718,4,Illinois,Central,Major Market,Tea,Darjeeling,Regular
1536,134,179,302,123,45,34,928,5,Iowa,Central,Small Market,Tea,Earl Grey,Regular
1537,85,118,199,81,33,22,588,6,Texas,South,Major Market,Tea,Green Tea,Regular
1538,33,74,136,62,41,19,1059,1,California,West,Major Market,Coffee,Amaretto,Regular
1539,22,65,113,48,43,15,380,2,Wisconsin,Central,Small Market,Coffee,Columbian,Regular
1540,34,71,120,49,37,15,315,8,New York,East,Major Market,Coffee,Decaf Irish Cream,Decaf
1541,34,84,139,55,50,18,453,9,New York,East,Major Market,Espresso,Caffe Latte,Regular
1542,-45,11,115,104,56,32,1574,10,Colorado,Central,Major Market,Espresso,Caffe Mocha,Regular
1543,-7,62,106,44,69,40,325,11,Colorado,Central,Major Market,Espresso,Decaf Espresso,Decaf
1544,12,52,91,39,40,12,248,12,Florida,East,Major Market,Espresso,Regular Espresso,Regular
1545,-13,30,54,24,43,9,212,13,Ohio,Central,Major Market,Herbal Tea,Chamomile,Decaf
1546,24,83,150,67,59,25,599,3,Florida,East,Major Market,Herbal Tea,Lemon,Decaf
1547,27,47,79,32,20,8,837,4,California,West,Major Market,Herbal Tea,Mint,Decaf
1548,56,90,159,69,34,22,572,5,Florida,East,Major Market,Tea,Darjeeling,Regular
1549,40,64,108,44,24,12,886,6,Illinois,Central,Major Market,Tea,Earl Grey,Regular
1550,-74,-13,109,122,61,39,2378,1,Massachusetts,East,Major Market,Tea,Green Tea,Regular
